user_id,event_dt,event_name,details
A10C24F7E7CCC96D,2020-12-07 02:37:27,purchase,4.99
C07713CA2E28F7E7,2020-12-07 02:26:09,purchase,4.99
E24F2C1DD2EEFA5A,2020-12-07 12:52:24,purchase,4.99
C559BDC13A3A4A2C,2020-12-07 15:34:23,purchase,4.99
5C31C0607EFC3C98,2020-12-07 20:19:32,purchase,4.99
690C65E0DE49B940,2020-12-07 13:26:18,purchase,4.99
56AF59723683AC41,2020-12-07 08:59:38,purchase,9.99
CC479BF5BC36BA6A,2020-12-07 03:52:11,purchase,4.99
37908C6A30C37A5A,2020-12-07 02:09:17,purchase,4.99
D827D868F49E8403,2020-12-07 10:31:42,purchase,4.99
1816C3999C81E6D6,2020-12-07 23:45:24,purchase,4.99
DBFC0154B8457B15,2020-12-07 10:49:36,purchase,4.99
B37CEE3D3A8E51CF,2020-12-07 20:14:18,purchase,4.99
EB0F26AAB494131C,2020-12-07 00:50:05,purchase,4.99
5CDF986652527935,2020-12-07 02:14:09,purchase,99.99
49EA242586C87836,2020-12-07 06:31:24,purchase,99.99
2012540DBF0BFD76,2020-12-07 10:59:03,purchase,4.99
21690F93489B67B5,2020-12-07 15:51:33,purchase,9.99
2FDEBA3B6179B870,2020-12-07 04:58:11,purchase,4.99
5C6FB48306D691AB,2020-12-07 18:11:17,purchase,4.99
C47B94B96F5C3590,2020-12-07 23:25:02,purchase,4.99
AD5591648482F319,2020-12-07 11:00:57,purchase,4.99
D8FBEA060A86A58D,2020-12-07 21:21:21,purchase,4.99
08AB0DED3638A9EB,2020-12-07 04:19:59,purchase,9.99
AAA5606F9CC3F8BC,2020-12-07 05:45:50,purchase,9.99
418AA13E6443BAE4,2020-12-07 17:14:18,purchase,4.99
B29E31A4D7C264B1,2020-12-07 17:58:06,purchase,4.99
F9452D9C3B463498,2020-12-07 04:14:33,purchase,4.99
2B06EB547B7AAD08,2020-12-07 21:36:38,purchase,4.99
DFA19F895A2AAB36,2020-12-07 02:24:05,purchase,4.99
54C631B918D20B78,2020-12-07 11:11:18,purchase,4.99
A640F31CAC7823A6,2020-12-07 18:48:26,purchase,4.99
221866BF935BD8FC,2020-12-07 20:54:52,purchase,9.99
DFF87EF31D62368F,2020-12-07 02:51:46,purchase,4.99
03FFAA7C38829B3C,2020-12-07 05:57:01,purchase,4.99
9CCE51103DA6A8F7,2020-12-07 06:43:39,purchase,9.99
47BD848743965248,2020-12-07 12:18:44,purchase,4.99
AC85EBD055B0CE83,2020-12-07 03:26:45,purchase,4.99
4584E51B99DE51AE,2020-12-07 12:21:57,purchase,4.99
662D76FA88BAA332,2020-12-07 00:09:28,purchase,4.99
AB8ACBAD156EB50B,2020-12-07 06:09:03,purchase,499.99
ABFF05E08B84DF2E,2020-12-07 13:09:18,purchase,4.99
4C6C4C6AE6D08B65,2020-12-07 21:57:54,purchase,499.99
5614B9D5A08FA157,2020-12-07 20:24:48,purchase,4.99
392C03684E704CB3,2020-12-07 09:45:50,purchase,4.99
14E1ABADCBEB745E,2020-12-07 19:24:09,purchase,4.99
EDFBF31DF7444B3D,2020-12-07 15:35:04,purchase,4.99
C8E0B27E2C4BB333,2020-12-07 02:23:21,purchase,4.99
D2AF416214F9D2EA,2020-12-07 17:58:13,purchase,4.99
8F283A6E36B5E729,2020-12-07 17:14:50,purchase,99.99
2F46396B6766CFDB,2020-12-07 13:29:30,purchase,4.99
970ABCB4968ECD43,2020-12-07 20:09:34,purchase,9.99
507B6FC443BB28AA,2020-12-07 11:10:32,purchase,9.99
58857F19A6C50900,2020-12-07 06:36:24,purchase,9.99
B97FD5CDB8447A1A,2020-12-07 17:04:50,purchase,4.99
47463360E0E56FE7,2020-12-07 06:02:42,purchase,99.99
92263EDA0E82B7E9,2020-12-07 23:16:14,purchase,4.99
240E1A03F7AB0E3A,2020-12-07 23:13:52,purchase,4.99
1CB3082539E17E42,2020-12-07 02:08:00,purchase,4.99
121F9F66990A05AF,2020-12-07 13:06:19,purchase,4.99
DD8EDECA6E65B064,2020-12-07 05:31:12,purchase,4.99
FCEB400164EB14F7,2020-12-07 02:54:10,purchase,4.99
483B712874B89AB5,2020-12-07 08:35:58,purchase,4.99
538F954F6B3AECE4,2020-12-07 07:12:05,purchase,4.99
F5599D6C113F6D7A,2020-12-07 05:44:02,purchase,4.99
76B418C982AB9FBD,2020-12-07 16:27:10,purchase,4.99
0FD6EBB010AF1D12,2020-12-07 02:38:05,purchase,4.99
C930D8D8C833C5CE,2020-12-07 04:09:20,purchase,9.99
1D3C7210093C0098,2020-12-07 13:49:20,purchase,4.99
D6BCF0361F6246D2,2020-12-07 19:48:13,purchase,4.99
D87EBFF4AD9353DB,2020-12-07 07:25:52,purchase,4.99
FC48A3E6A4114D61,2020-12-07 18:11:44,purchase,99.99
B2630E5BBDBD76A2,2020-12-07 18:17:03,purchase,9.99
E0DAEECB7C821328,2020-12-07 15:08:42,purchase,4.99
F62C6A456E584053,2020-12-07 00:16:50,purchase,99.99
A9908F62C41613A8,2020-12-07 11:26:47,purchase,9.99
D61D6F68394844A3,2020-12-07 00:25:22,purchase,4.99
DC7EA9383DE85BD7,2020-12-07 09:38:08,purchase,4.99
6722BEB5FA40E38A,2020-12-07 14:51:02,purchase,4.99
EEF796B8C2D4F247,2020-12-07 17:14:27,purchase,9.99
8E5096C512179D69,2020-12-07 12:12:28,purchase,4.99
1F4FBA6CF426EE09,2020-12-07 11:17:21,purchase,99.99
406CD606E407DF53,2020-12-07 05:12:23,purchase,4.99
7C405054CDBA770B,2020-12-07 20:14:50,purchase,9.99
A9EBA44458DA4663,2020-12-07 18:52:28,purchase,99.99
C0A0E850658FC368,2020-12-07 15:24:31,purchase,4.99
8661D4325496FA0F,2020-12-07 02:20:40,purchase,4.99
BFC2ADF1AD6A2CD6,2020-12-07 07:37:11,purchase,4.99
A4145A2EA1E17654,2020-12-07 16:15:16,purchase,499.99
AE95711FC5B55E3B,2020-12-07 16:20:06,purchase,4.99
E2A4A77A2972DD5C,2020-12-07 15:13:47,purchase,4.99
33151EF6B8FBE358,2020-12-07 06:55:51,purchase,4.99
6F18AE28D30F0B6F,2020-12-07 17:35:57,purchase,4.99
8FF2886B3B5D10D2,2020-12-07 11:56:47,purchase,4.99
3903B77F7CD134AC,2020-12-07 17:10:14,purchase,4.99
3BE0C576E0D48B01,2020-12-07 07:15:38,purchase,4.99
CE065914C815ADF6,2020-12-07 03:02:32,purchase,4.99
66B0FAD6E947D3AF,2020-12-07 04:54:12,purchase,4.99
9E978C099D7C274E,2020-12-07 16:05:08,purchase,4.99
E63248E68FF1EA27,2020-12-07 09:31:18,purchase,4.99
C93156C05428FAC5,2020-12-07 21:24:34,purchase,4.99
744C28AEEFC25FDD,2020-12-07 08:48:49,purchase,4.99
4DFD711D694C590A,2020-12-07 16:09:53,purchase,4.99
0997EC1C4850B27B,2020-12-07 08:01:55,purchase,4.99
461FCAFFC9191625,2020-12-07 21:28:24,purchase,4.99
2DB07662B029BAD8,2020-12-07 17:56:48,purchase,4.99
E58179B5153CCDDC,2020-12-07 13:08:29,purchase,9.99
7304ECE608EC415F,2020-12-07 17:11:09,purchase,4.99
DF8325E5AC797A5A,2020-12-07 17:47:05,purchase,99.99
08A73FBD21168F59,2020-12-07 23:51:22,purchase,4.99
09B67269EB574925,2020-12-07 12:53:53,purchase,4.99
F25578C09EF00F49,2020-12-07 17:35:19,purchase,9.99
C7CB2F1BA42F102B,2020-12-07 03:05:05,purchase,99.99
6941C7418F8F6766,2020-12-07 11:02:52,purchase,4.99
A4C59B9E3DEE383B,2020-12-07 18:46:24,purchase,9.99
D124FDC5154B9ABE,2020-12-07 08:11:16,purchase,9.99
E517464DAE4965D5,2020-12-07 14:01:53,purchase,4.99
572C4AFDF617A11C,2020-12-07 07:32:07,purchase,99.99
3C9AEB62839CC728,2020-12-07 17:49:50,purchase,4.99
2918EC7CAB2386B4,2020-12-07 12:15:04,purchase,4.99
5DA3BCD03F16FE7C,2020-12-07 01:28:46,purchase,4.99
BA38083E4065AF28,2020-12-07 00:13:02,purchase,99.99
FC4C47418ED0F70F,2020-12-07 22:37:21,purchase,4.99
E62EB186932DCBBE,2020-12-07 21:29:58,purchase,4.99
BF0D6EC158AD6A65,2020-12-07 15:09:15,purchase,4.99
B16C6A3C54F5EB6C,2020-12-07 00:07:27,purchase,4.99
1D791337EFEB7181,2020-12-07 18:49:48,purchase,99.99
B442F68C4CF52725,2020-12-07 08:27:11,purchase,99.99
9608E0A32EDB5C60,2020-12-07 21:03:36,purchase,499.99
CF03E97B314C5632,2020-12-07 13:36:54,purchase,4.99
890FA5768FE56C0C,2020-12-07 13:11:19,purchase,4.99
3F9029DFF980E752,2020-12-07 23:18:11,purchase,4.99
385E3EE79FAF1279,2020-12-07 03:43:32,purchase,4.99
C2F8E5939A878DC2,2020-12-07 00:52:36,purchase,4.99
0A0BCC675D775B97,2020-12-07 05:09:22,purchase,4.99
0D7ADA22463B0C4B,2020-12-07 17:08:16,purchase,4.99
CB5D9A261DF7AF5F,2020-12-07 16:41:46,purchase,99.99
B6FB63572871A973,2020-12-07 09:28:37,purchase,9.99
D3CEC59653988735,2020-12-07 13:06:37,purchase,4.99
D960B26BF6FBAEBB,2020-12-07 08:44:05,purchase,9.99
199C1A21696260D7,2020-12-07 12:44:19,purchase,4.99
D9B6D7D4B6019E07,2020-12-07 20:42:18,purchase,4.99
C1F79BE1CE9CED51,2020-12-07 17:56:46,purchase,4.99
FBCD08202CD9F64E,2020-12-07 18:29:49,purchase,4.99
660B7712A542718E,2020-12-07 15:45:45,purchase,4.99
3B63047B3D799543,2020-12-07 08:14:50,purchase,4.99
7656B8185DD72C45,2020-12-07 14:58:56,purchase,4.99
4D4A8C1D0D438AAB,2020-12-07 07:19:54,purchase,4.99
CE91827992FCE241,2020-12-07 06:59:03,purchase,99.99
FD4ED574468B10BE,2020-12-07 05:25:10,purchase,9.99
E4A92C999C8473FB,2020-12-07 08:01:21,purchase,4.99
853EECE16E08BA6F,2020-12-07 12:09:26,purchase,4.99
8EA2D54D1E16D98F,2020-12-07 16:42:48,purchase,9.99
600BCE9D8A1F0FB7,2020-12-07 17:45:24,purchase,99.99
FE7386448946F6EC,2020-12-07 01:42:17,purchase,4.99
E02EAF0CB280355E,2020-12-07 13:38:51,purchase,4.99
93E52F9B8F49F10A,2020-12-07 23:45:03,purchase,9.99
F4A005008CCC186B,2020-12-07 18:23:18,purchase,4.99
D0F9B3F1245F4973,2020-12-07 19:33:34,purchase,4.99
23B81D2BE34127F7,2020-12-07 21:23:09,purchase,4.99
8241E44453086B26,2020-12-07 04:34:00,purchase,4.99
F695CD5BFABA3C3E,2020-12-07 23:44:57,purchase,4.99
6C49597A422CD5B5,2020-12-07 10:39:16,purchase,4.99
4220C5352B989551,2020-12-07 03:45:50,purchase,4.99
4EFBF6DE3957B6F8,2020-12-07 22:32:49,purchase,4.99
B21B66EDA8BC89A1,2020-12-07 05:54:00,purchase,4.99
8E1CE487A4525BE9,2020-12-07 14:10:16,purchase,4.99
23E4BFB659E03FD5,2020-12-07 18:53:33,purchase,4.99
3CF3A621047C4B73,2020-12-07 14:54:31,purchase,4.99
83CF2B25B38F030A,2020-12-07 18:11:30,purchase,4.99
BB2854FB364DF381,2020-12-07 13:06:01,purchase,4.99
D84A5BD8BB19058D,2020-12-07 03:07:42,purchase,4.99
E8699DA525106FA7,2020-12-07 15:29:04,purchase,4.99
46553C83188EBE84,2020-12-07 04:44:59,purchase,99.99
5888BEAA47CD6819,2020-12-07 02:54:45,purchase,9.99
5D0B529DA375F1AE,2020-12-07 01:12:52,purchase,4.99
1455450835F72F5E,2020-12-07 03:33:37,purchase,9.99
0464D7838826EBA8,2020-12-07 14:00:46,purchase,4.99
B6E1CF25CCAC9D71,2020-12-07 10:51:56,purchase,4.99
8CC658A1E40334DA,2020-12-07 15:09:12,purchase,4.99
40A51C847F6AD459,2020-12-07 17:55:08,purchase,4.99
49E908E7C5B2E5DF,2020-12-07 14:34:47,purchase,4.99
047DCD945FF14A33,2020-12-07 15:21:46,purchase,99.99
882113795BFA34FE,2020-12-07 19:52:03,purchase,4.99
07D25C3D72E57529,2020-12-07 03:12:35,purchase,9.99
339C4C55021A83C6,2020-12-07 00:55:37,purchase,4.99
F50216B69C561C55,2020-12-07 09:00:54,purchase,4.99
624192B5A528D406,2020-12-07 19:36:21,purchase,4.99
D928E12DD731B2EE,2020-12-07 09:27:00,purchase,4.99
548323789DF4C979,2020-12-07 18:58:58,purchase,4.99
D1553B56FFA8974B,2020-12-07 06:21:15,purchase,9.99
9F96BBAE55E3D1F7,2020-12-07 12:22:38,purchase,9.99
3DDB1D825E95B95D,2020-12-07 01:05:44,purchase,4.99
4A8F4DFE9035F3C0,2020-12-07 03:57:18,purchase,4.99
D097D137B4276590,2020-12-07 16:15:58,purchase,499.99
DB75DC0B42E72791,2020-12-07 09:05:30,purchase,4.99
6737E711380F0165,2020-12-07 06:55:43,purchase,4.99
42747E352A9EE2E6,2020-12-07 18:00:05,purchase,99.99
C2CCB85D353B99E2,2020-12-07 00:28:37,purchase,4.99
64E33C56E17011B3,2020-12-07 04:38:36,purchase,4.99
0254FDEAAA28C82C,2020-12-07 18:45:31,purchase,9.99
A3917F81482141F2,2020-12-07 15:54:55,purchase,4.99
EE767E163E8935E5,2020-12-07 15:27:17,purchase,4.99
2828E6688DC580C4,2020-12-07 11:43:42,purchase,4.99
58E6F67F64314776,2020-12-07 08:25:53,purchase,4.99
0EA7A244B39F44B0,2020-12-07 09:15:21,purchase,4.99
0AC28383C7457656,2020-12-07 01:16:02,purchase,99.99
245E85F65C358E08,2020-12-07 23:26:17,purchase,99.99
B69485E66C3C352E,2020-12-07 22:50:42,purchase,4.99
02C69FCBFEBE588C,2020-12-07 05:41:04,purchase,4.99
28E3EA08B1256D4B,2020-12-07 13:28:49,purchase,4.99
903CF08E400A367F,2020-12-07 05:17:53,purchase,4.99
D2ACA8F6E2C79C02,2020-12-07 01:46:33,purchase,4.99
7A31139B08259197,2020-12-07 13:53:11,purchase,99.99
FEF7F2DFC7C48D24,2020-12-07 01:44:05,purchase,9.99
C325FB8F620A9333,2020-12-07 17:39:49,purchase,4.99
828F773A3BF9F285,2020-12-07 00:29:56,purchase,4.99
B89C24F37BD2D233,2020-12-07 16:16:29,purchase,4.99
6812A46BA0A518B7,2020-12-07 01:26:37,purchase,4.99
F636B7F90DE71B0A,2020-12-07 01:35:50,purchase,4.99
D21BDBAB06E796E2,2020-12-07 23:39:08,purchase,4.99
7A8DB8FACC50519B,2020-12-07 21:53:08,purchase,4.99
3AB7240551720B7C,2020-12-07 07:31:29,purchase,4.99
F80C9BDDEA02E53C,2020-12-07 10:05:54,purchase,4.99
609B9EA6B864BB49,2020-12-07 16:43:19,purchase,4.99
ECAF06F7D326ED87,2020-12-07 18:35:03,purchase,4.99
DD5EBF41B1DCCB0E,2020-12-07 19:21:29,purchase,4.99
B5F60390E305DE86,2020-12-07 10:24:20,purchase,4.99
3FAADEEFE24D0784,2020-12-07 23:09:18,purchase,99.99
E995E0B62EB464B3,2020-12-07 05:16:34,purchase,4.99
ACA0DAC88C8D3A5F,2020-12-07 08:44:30,purchase,4.99
D0DAE5C2B03DB85E,2020-12-07 05:37:45,purchase,4.99
EAE61E2A5FAED8A3,2020-12-07 07:58:08,purchase,9.99
73058EBB95753830,2020-12-07 21:04:30,purchase,9.99
88E8D0DDB143C834,2020-12-07 15:37:52,purchase,4.99
A5E7AC6A42FF40EA,2020-12-07 05:39:26,purchase,99.99
B56E104D3EF0275D,2020-12-07 02:05:16,purchase,9.99
87F69B10D41C0C18,2020-12-07 20:45:27,purchase,4.99
3C80B95FECEF5C73,2020-12-07 23:19:30,purchase,4.99
4077834012D20709,2020-12-07 10:11:10,purchase,4.99
E0A7D8E9124E2768,2020-12-07 06:42:41,purchase,4.99
57B0E20FDB7DBDA6,2020-12-07 10:37:22,purchase,9.99
3F1F2B7E5CB18CF1,2020-12-07 19:53:14,purchase,4.99
D7D1BF1ECBE4A05D,2020-12-07 21:29:45,purchase,99.99
A1550AF89E314963,2020-12-07 01:22:52,purchase,4.99
404069D6A96BD4D3,2020-12-07 12:42:39,purchase,4.99
F2361858CD0810CA,2020-12-07 14:01:29,purchase,4.99
94D8DEECD253CD3F,2020-12-07 13:49:43,purchase,4.99
95EABFE0B023143D,2020-12-07 02:38:01,purchase,4.99
5E0FE312B9349ADB,2020-12-07 16:28:15,purchase,4.99
1975B5536A5E58FD,2020-12-07 02:32:51,purchase,4.99
431D2BEF035F5389,2020-12-07 14:21:21,purchase,9.99
FFD5BA0049435B47,2020-12-07 08:07:31,purchase,4.99
D1B7A6359D41A2CE,2020-12-07 08:46:49,purchase,4.99
69144669CCE27154,2020-12-07 08:09:29,purchase,4.99
C1F9CE6CAEF00CB3,2020-12-07 02:52:27,purchase,4.99
82BA9108E0704C40,2020-12-07 15:38:47,purchase,4.99
6560F0FFD25BDD36,2020-12-07 13:48:18,purchase,4.99
CA22851384024DC4,2020-12-07 13:38:21,purchase,4.99
796235FF6E88D357,2020-12-07 12:50:10,purchase,9.99
498950F4D9D229B7,2020-12-07 21:33:45,purchase,9.99
C99A6A4DAD9BE018,2020-12-07 02:58:11,purchase,4.99
FD9016D71AE0DCE2,2020-12-07 22:39:48,purchase,4.99
CA507F1775988C55,2020-12-07 12:09:45,purchase,499.99
57D62DB96662DEE1,2020-12-07 16:28:21,purchase,4.99
8276D3FD2CBBABC1,2020-12-07 00:50:51,purchase,4.99
A1108C92870AF2BB,2020-12-07 10:09:07,purchase,9.99
737ED2867C72174E,2020-12-07 09:56:36,purchase,4.99
01E9F7E40814A80A,2020-12-07 01:14:37,purchase,4.99
82B40B5FEA4B36AD,2020-12-07 00:19:25,purchase,4.99
BB4889C4DA1F4CAE,2020-12-07 20:58:00,purchase,4.99
650F0835CCB43A74,2020-12-07 04:10:06,purchase,9.99
79D6BE2720B967CB,2020-12-07 15:29:49,purchase,9.99
9AE4514DDC0A310F,2020-12-07 08:18:54,purchase,4.99
791F8509F67431C9,2020-12-07 11:48:14,purchase,9.99
B6C627E5FD86D295,2020-12-07 07:42:08,purchase,4.99
9A8F1971F368F96E,2020-12-07 00:27:59,purchase,9.99
E1027851915EBC30,2020-12-07 02:04:31,purchase,4.99
EDE48D1420A3CD01,2020-12-07 23:48:24,purchase,99.99
BBAF3879F0757A20,2020-12-07 10:05:21,purchase,4.99
EB7FD4A6851548F3,2020-12-07 15:35:05,purchase,4.99
C6DD204948B0A16D,2020-12-07 08:17:21,purchase,4.99
D847809F7E1132F8,2020-12-07 08:45:16,purchase,499.99
E3EE4E199115A4F5,2020-12-07 13:37:47,purchase,99.99
6527F9D8C906AF46,2020-12-07 13:50:59,purchase,4.99
4851DDB7F2EBB82B,2020-12-07 07:20:35,purchase,4.99
DC7E400CE97BA32D,2020-12-07 22:23:10,purchase,4.99
EEEE89EBE4355213,2020-12-07 03:04:33,purchase,4.99
9A04BC6D2A69C8D9,2020-12-07 22:31:05,purchase,4.99
9E8DA007F1C2C605,2020-12-07 14:38:31,purchase,4.99
D390D1B462B2DC41,2020-12-07 17:38:34,purchase,4.99
0C4D30F49C69C7D7,2020-12-07 11:53:46,purchase,4.99
221F69212576C277,2020-12-07 11:41:46,purchase,4.99
F2926CA946C0B31A,2020-12-07 10:37:37,purchase,4.99
A2E8E952AE0DC148,2020-12-07 06:49:03,purchase,4.99
663AD9C20C3FA83F,2020-12-07 20:25:28,purchase,4.99
5A66897A1D865038,2020-12-07 01:05:23,purchase,499.99
D74569028718CFC5,2020-12-07 21:52:01,purchase,4.99
62E622B6956B6403,2020-12-07 06:18:56,purchase,4.99
F3FDA1A63EA2A0DE,2020-12-07 22:10:50,purchase,4.99
0AFE81C37B58FBD6,2020-12-07 21:22:59,purchase,4.99
9632763BBFCCA4AA,2020-12-07 07:16:19,purchase,99.99
E9D22093AA9C6F5A,2020-12-07 11:26:20,purchase,4.99
A977A7E693A51DA7,2020-12-07 08:48:26,purchase,4.99
DA29108B1AC5DECB,2020-12-07 16:43:31,purchase,4.99
EE90C1C80B415747,2020-12-07 16:43:32,purchase,99.99
C75D011358D834EE,2020-12-07 21:32:01,purchase,99.99
26D0303D0A68DDF5,2020-12-07 15:04:26,purchase,4.99
F06E0B5CC9627F2D,2020-12-07 01:42:57,purchase,4.99
F5B7DA8807EC1AF7,2020-12-07 00:31:08,purchase,9.99
9FFB01733CE03119,2020-12-07 11:28:30,purchase,4.99
2BDB0A002C098D7E,2020-12-07 13:18:30,purchase,99.99
741D84B9BC4F6B1F,2020-12-07 17:26:32,purchase,4.99
7B858959838E67D0,2020-12-07 13:14:48,purchase,4.99
0EA9AB1C2A159C77,2020-12-07 23:36:46,purchase,99.99
E7B2322BE3FCE92B,2020-12-07 12:29:09,purchase,9.99
AFB26F33559F43DF,2020-12-07 03:39:48,purchase,4.99
3D1A5A36CCE481CA,2020-12-07 09:33:21,purchase,4.99
8049AF4CB112003C,2020-12-07 23:53:14,purchase,9.99
652E0DC38E819269,2020-12-07 03:57:32,purchase,9.99
119F7833E2EAAB75,2020-12-07 21:25:18,purchase,499.99
F12AC098D8CA5D26,2020-12-07 22:52:21,purchase,4.99
438560C2A354C360,2020-12-07 01:16:19,purchase,99.99
D075251E38FA5C80,2020-12-07 00:56:21,purchase,4.99
A87A702DA2A55EA6,2020-12-07 15:19:37,purchase,9.99
BE80F0F0534E620F,2020-12-07 08:12:17,purchase,4.99
7A5A2E9D57A39232,2020-12-07 18:35:21,purchase,4.99
0A5A1F12A0C62963,2020-12-07 14:27:51,purchase,4.99
76AE39303AD94723,2020-12-07 09:56:47,purchase,4.99
1DC04CE29A44A761,2020-12-07 08:38:03,purchase,99.99
90FF7259E98953AC,2020-12-07 12:09:19,purchase,99.99
252300E1CE9D76AB,2020-12-07 03:43:39,purchase,4.99
9179766F41F16315,2020-12-07 21:33:54,purchase,99.99
EFA00775F2094FE7,2020-12-07 22:47:14,purchase,4.99
EB43FDB8C5983724,2020-12-07 08:08:43,purchase,4.99
384115625461A599,2020-12-07 13:08:53,purchase,4.99
C9D5AF898D0EE896,2020-12-07 15:56:51,purchase,9.99
040385FA08291931,2020-12-07 14:02:14,purchase,4.99
E873A3F2F2185669,2020-12-07 03:04:51,purchase,4.99
C4E416C5BF1A434B,2020-12-07 19:44:31,purchase,4.99
6F76F492BDB91570,2020-12-07 02:53:41,purchase,4.99
CA450C6E49BCE912,2020-12-07 04:40:07,purchase,4.99
1CF7598BEF22D91D,2020-12-07 11:34:50,purchase,4.99
275A39595759A7DA,2020-12-07 10:32:02,purchase,4.99
E205FB5B9C9351A0,2020-12-07 20:11:06,purchase,4.99
677D5D5AB32BE09D,2020-12-07 21:38:21,purchase,9.99
45557D5866573E36,2020-12-07 11:27:37,purchase,4.99
2F26BF10D0F2D001,2020-12-07 01:29:02,purchase,4.99
6136EE78C8ADDF91,2020-12-07 10:25:42,purchase,4.99
0E2B61E5B2AE995A,2020-12-07 05:36:17,purchase,99.99
5A9D97070F0D53CF,2020-12-07 21:11:59,purchase,4.99
872FF797FAFAC370,2020-12-07 15:00:22,purchase,99.99
E34A5BA5E7325F23,2020-12-07 17:44:26,purchase,4.99
E4332C6CCE65D6CF,2020-12-07 23:03:23,purchase,4.99
58C1564817775635,2020-12-07 08:57:43,purchase,4.99
79FE3925D374219B,2020-12-07 01:19:01,purchase,4.99
C286A270CFB9925D,2020-12-07 08:37:36,purchase,4.99
9A50DC25C53E4D88,2020-12-07 20:54:20,purchase,4.99
79887FD8C29A04F0,2020-12-07 02:45:15,purchase,4.99
03D301606C3B028A,2020-12-07 15:40:19,purchase,99.99
3A9047E4D66726A9,2020-12-07 00:17:55,purchase,499.99
D305C2753CF31966,2020-12-07 00:23:30,purchase,4.99
A5A79433E623EFE6,2020-12-07 15:53:44,purchase,9.99
E36927BBB3FFA655,2020-12-07 07:19:46,purchase,4.99
066F48634644CA8B,2020-12-07 21:20:35,purchase,4.99
DADC1845DC0352C8,2020-12-07 17:56:11,purchase,9.99
9CE406407EAFD805,2020-12-07 18:18:20,purchase,4.99
5B3C6BEABE8F1DDC,2020-12-07 14:04:18,purchase,4.99
261F8CFBACD2BA5B,2020-12-07 01:30:38,purchase,4.99
9FF282CF749FC6BF,2020-12-07 08:37:48,purchase,4.99
73B6AB0B9A0DADA0,2020-12-07 04:35:49,purchase,4.99
8DB730AFCE2A2E5B,2020-12-07 04:25:39,purchase,9.99
882E615D8C69595F,2020-12-07 20:41:37,purchase,9.99
3538F7C5F8C378B0,2020-12-07 13:31:25,purchase,4.99
30D04E77221EA7A6,2020-12-07 09:48:38,purchase,4.99
40C9F0D0D513BB83,2020-12-07 08:30:47,purchase,4.99
85950A0D935861C0,2020-12-07 18:45:19,purchase,4.99
21F7FF4EB6BC6BA2,2020-12-07 06:40:53,purchase,4.99
